Wagon,Der,Wagen,Wagen
Attempt,Der,Versuch,Versuche
Sofa,Das,Sofa,Sofas
Cake,Der,Kuchen,Kuchen
Fellow,Der,Kerl,Kerle
Affair,Die,Affäre,Angelegenheiten
Shore,Die,Küste,Ufer
General,Die,Allgemeine,Generäle
Root,Der,Ursprung,Wurzeln
Robe,Die,Robe,Gewänder
Concern,Die,Sorge,Bedenken
Press,Die,Presse,Pressen
Rat,Die,Ratte,Ratten
Society,Die,Gesellschaft,Gesellschaften
Style,Der,Stil,Stile
County,Die,Grafschaft,Grafschaften
Command,Der,Befehl,Befehle
Visitor,Der,Besucher,Besucher
Model,Das,Model,Modelle
Chamber,Die,Kammer,Kammern
Beast,Das,Biest,Tiere
Bunch,Das,Bündel,Trauben
Background,Der,Hintergrund,Hintergründe
Unit,Die,Einheit,Einheiten
Furniture,Die,Möbel,Möbel
Nail,Der,Nagel,Nägel
Scream,Der,Schrei,Schreie
Property,Die,Eigenschaft,Eingenschaften
Equipment,Die,Ausrüstung,Ausrüstungen
Driveway,Die,Auffahrt,Einfahrten
Grip,Der,Griff,Griffe
Tube,Das,Rohr,Röhren
Ash,Die,Asche,Asche
Fan,Der,Fan,Fans
Opinion,Die,Meinung,Ansichten
Data,Die,Daten,Daten
Connection,Die,Verbindung,Verbindungen
Trick,Der,Trick,Tricks
Mystery,Das,Mysterium,Geheimnisse
Period,Die,Periode,Perioden
Writing,Das,Schreiben,Schriften
Horror,Der,Horror,Schrecken
Candy,Die,Süßigkeit,Bonbons
Bitch,Die,Bitch,Hündinnen
Health,Die,Gesundheit,Healths
Manager,Der,Geschäftsführer,Manager
Safety,Die,Sicherheit,Sicherheiten
Height,Die,Höhe,Höhen
Appearance,Die,Erscheinung,Erscheinungen
Sigh,Der,Seufzer,Sighes
Mine,Die,Mine,Bergwerke
Cloth,Die,Kleidung,Tücher
Reaction,Die,Reaktion,Reaktionen
Source,Die,Quelle,Quellen
Self,Das,Ich,Selfs
Pistol,Die,Pistole,Pistolen
Airport,Der,Flughafen,Flughäfen
Hero,Der,Held,Helden
Promise,Das,Versprechen,Versprechen
Bow,Der,Bogen,Bögen
Tent,Das,Zelt,Zelte
Booth,Der,Messestand,Stände
Cash,Das,Geld,Kassen
Avenue,Die,Straße,Alleen
TShirt,Das,TShirt,TShirts
Carpet,Der,Teppich,Teppiche
Basement,Der,Keller,Keller
Girlfriend,Die,Freundin,Freundinnen
Beard,Der,Bart,Bärte
Brow,Die,Stirn,Augenbrauen
Display,Der,Bildschirm,Anzeigen
Signal,Das,Signal,Signale
Servant,Der,Diener,Diener
Whisper,Das,Flüstern,Flüstern
Doubt,Der,Zweifel,Zweifel
Account,Das,Konto,Accounts
Magic,Die,Magie,Magie
Hank,Die,Hank,Stränge
Limb,Das,Glied,Schenkel
Bastard,Der,Bastard,Bastarde
Skull,Der,Schädel,Schädel
Sentence,Der,Satz,Sätze
Collar,Der,Kragen,Kragen
Horn,Das,Horn,Hörner
Oak,Die,Eiche,Eichen
Ankle,Der,Knöchel,Knöchel
Doll,Die,Puppe,Puppen
Sandwich,Das,Sandwich,Sandwiches
Robin,Das,Rotkehlchen,Rotkehlchen
Justice,Die,Justiz,Richter
Pride,Der,Stolz,Rudel
Youth,Die,Jugend,Jugendlichen
Secretary,Der,Sekretär,Sekretäre
Research,Die,Forschung,Forschungen
Sport,Der,Sport,Sport
Task,Die,Aufgabe,Aufgaben
Grant,Der,Zuschuss,Zuschüsse
Sheriff,Der,Sheriff,Sheriffs
Midnight,Die,Mitternachts,Mitternächte
Chip,Der,Chip,Chips
Theory,Die,Theorie,Theorien
Alarm,Den,Wecker,Alarme
Collection,Die,Sammlung,Sammlungen
Cross,Das,Kreuz,Kreuze
Pine,Die,Kiefer,Kiefern
Generation,Die,Generation,Generationen
Authority,Die,Autorität,Behörden
Papa,Die,Papa,Papas
Journey,Die,Reise,Reisen
Pearl,Die,Perle,Perlen
Toilet,Die,Toilette,Toiletten
Killer,Der,Mörder,Mörder
Tool,Das,Werkzeug,Werkzeuge
Medicine,Die,Medizin,Medikamente
Sugar,Der,Zucker,Zucker
Princess,Die,Prinzessin,Prinzessinnen
Argument,Das,Argument,Argumente
Cliff,Die,Klippe,Klippen
Cart,Der,Wagen,Wagen
Crystal,Der,Kristall,Kristalle
Bean,Die,Bohne,Bohnen
Cage,Der,Käfig,Käfige
Chocolate,Die,Schokolade,Pralinen
Coast,Die,Küste,Küsten
Decade,Das,Jahrzehnt,Jahrzehnte
Meaning,Die,Bedeutung,Bedeutungen
Gear,Das,Getriebe,Zahnräder
Suitcase,Der,Koffer,Koffer
Operation,Die,Operation,Operationen
Breathing,Das,Atem,Breathings
Role,Die,Rolle,Rollen
Version,Die,Version,Visionen
Prisoner,Der,Gefangene,Gefangenen
Match,Das,Match,Spiele
Beam,Der,Strahl,Strahlen
Castle,Die,Burg,Schlösser
Rush,Der,Ansturm,Binsen
Lane,Die,Fahrspur,Bahnen
Clothing,Die,Bekleidung,Garnituren
Pole,Der,Pol,Pole
Freedom,Die,Freiheit,Freiheiten
Skill,Das,Können,Fähigkeiten
Passion,Die,Leidenschaft,Leidenschaften
Activity,Die,Aktivität,Aktivitäten
Fuck,Zum,Teufel,Fickt
Platform,Die,Platform,Plattformen
Salt,Das,Salz,Salze
Bike,Das,Fahrrad,Fahrräder
Stack,Der,Stapel,Stapel
Companion,Der,Begleiter,Gefährten
Fate,Das,Schicksal,Schicksale
Rage,Die,Wut,Wütet
Supply,Die,Versorgung,Versorgungen
Whale,Der,Wal,Wale
Pig,Das,Schwein,Schweine
Rabbit,Der,Hase,Hasen
Aisle,Der,Gang,Gänge
Monitor,Der,Bildschirm,Monitore
Helmet,Der,Helm,Helme
Respect,Der,Respekt,Beziehung
Excitement,Die,Aufregung,Aufregungen
Lobby,Die,Lobby,Lobbys
Boyfriend,Der,Freund,Freunde
Fur,Das,Fell,Felle
Range,Der,Bereich,Bereiche
Code,Der,Code,Codes
Chapter,Das,Kapitel,Kapitel
Reflection,Die,Reflexion,Reflexionen
Mail,Die,Post,
Fly,Der,Flug,Fliegen
Cabinet,Das,Kabinett,Schränke
Toy,Das,Spielzeug,Spielzeuge
Baseball,Die,Baseball,Baseballs
Inside,Das,Innere,Innenseiten
Pace,Der,Schritt,Schritte
Handle,Der,Griff,Griffe
Lead,Die,Führung,Zuleitungen
Amount,Die,Summe,Beträge
Nerve,Der,Nerv,Nerven
Terror,Der,Schrecken,Schrecken
Sweater,Der,Pullover,Pullover
Quality,Die,Qualität,Qualitäten
Hunter,Der,Jäger,Jäger
Paint,Die,Farbe,Farben
Buster,Die,Buster,Busters
Cotton,Die,Baumwolle,Baumwollstoffe
Sergeant,Der,Wachtmeister,Feldwebel
Credit,Der,Kredit,Kredite
Blow,Der,Schlag,Schläge
Devil,Der,Teufel,Teufel
Threat,Die,Bedrohung,Bedrohungen
Success,Der,Erfolg,
Eve,Der,Abend,Abende
Cable,Das,Kabel,Kabel
Pan,Die,Pfanne,Pfannen
Clerk,Der,Schreiber,Schreiber
Title,Den,Titel,Titel
Meter,Die,Meter,
Shame,Die,Schande,Schande
Needle,Die,Nadel,Nadeln
Lung,Die,Lunge,Lungen
Warrior,Der,Krieger,Krieger
Circumstance,Der,Umstand,Umstände
Studio,Das,Studio,Studios
Panic,Die,Panik,Panik
Lack,Der,Mangel,
Farmer,Der,Bauer,Bauern
Accent,Der,Akzent,Akzente
Bomb,Die,Bombe,Bomben
Panel,Die,Platte,Paneele
Ability,Die,Fähigkeit,Fähigkeiten
Fortune,Das,Glück,Geschicke
Victor,Der,Sieger,Sieger
Feather,Die,Feder,Federn
Grandma,Die,Oma,Omas
Glow,Das,Glühen,Glüht
Behavior,Das,Verhalten,Verhaltensweisen
Passage,Der,Durchgang,Durchgänge
Slave,Die,Slave,Sklaven
Lieutenant,Der,Leutnant,Leutnants
Barrel,Der,Lauf,Läufe
Warmth,Die,Wärme,
Impression,Der,Eindruck,Eindrücke
Mason,Der,Maurer,Maurer
Bride,Die,Braut,Bräute
Package,Das,Paket,Pakete
Fog,Der,Nebel,Nebel
Walking,Das,Gehen,Wanderungen
Balance,Die,Balance,Balancen
Sock,Die,Socke,Socken
Robot,Der,Roboter,Roboter
Potato,Die,Kartoffel,Kartoffeln
Item,Der,Gegenstand,Gegenstände
Bath,Das,Bad,Bäder
Diamond,Der,Diamant,Diamanten
Corpse,Die,Leiche,Leichen
Explanation,Die,Erklärung,Erläuterungen
Structure,Die,Struktur,Strukturen
Exit,Der,Ausgang,Ausgänge
Pad,Das,Pad,Pads
Stove,Der,Herd,Herd
Blue,Das,Blaue,
American,Die,Amerikaner,Amerikaner
Ruby,Der,Rubin,Rubinen
Lightning,Der,Blitz,
Pit,Die,Grube,Gruben
Colonel,Der,Oberst,Obersten
Dock,Das,Dock,Docks
Creek,Der,Bach,Bäche
Advice,Der,Ratschlag,Ratschläge
Tourist,Der,Tourist,Touristen
Grief,Die,Trauer,Schmerzen
Defense,Die,Verteidigung,Verteidigungen
Bite,Der,Biss,Bisse
Museum,Das,Museum,Museen
Favor,Der,Gefallen,Gefallen
Supper,Das,Abendessen,Abendessen
Comfort,Der,Komfort,
Dean,Der,Dekan,Dekane
Value,Der,Wert,Werte
March,Der,Marsch,Märsche
Estate,Das,Anwesen,Stände
Poet,Der,Poet,Poeten
Palace,Der,Palast,Paläste
Soup,Die,Suppe,Suppen
Nation,Die,Nation,Nationen
Jar,Das,Gefäss,Gläser
Standing,Der,Ständige,Tabellenführung
Sack,Der,Sack,Säcke
Demon,Der,Dämon,Dämonen
Conference,Die,Konferenz,Konferenzen
Juice,Der,Saft,Säfte
Responsibility,Die,Verantwortung,Zuständigkeiten
Brush,Der,Bürste,Bürsten
Route,Die,Strecke,Strecken
Cheese,Der,Käse,Käse
Hood,Die,Haube,Hauben
Duck,Die,Ente,Ente
Saint,Der,Heilige,Heiligen
Pass,Der,Pass,Pässe
Target,Das,Ziel,Ziele
Orange,Die,Orange,Orangen
Culture,Die,Kultur,Kulturen
Tour,Die,Reise,Touren
Commander,Der,Kommandant,Kommandeure
Hook,Der,Haken,Haken
Mist,Der,Nebel,Nebel
Training,Das,Training,Trainings
Search,Die,Suche,Suche
Coin,Die,Münze,Münzen
Miracle,Das,Wunder,Wunder
Advantage,Der,Vorteil,Vorteile
Exchange,Der,Austausch,Börsen
Fiction,Die,Fiktion,
Pond,Der,Teich,Teiche
Assistant,Der,Assistent,Assistenten
Design,Das,Design,Entwürfe
Fishing,Die,Angel,Fishings
Slope,Die,Piste,Pisten
Earl,Der,Graf,Grafen
Comment,Der,Kommentar,Kommentare
Waiter,Der,Kellner,Kellner
Grocery,Von,Lebensmittel,Lebensmittel
Ladder,Die,Leiter,Leitern
Curve,Die,Kurve,Kurven
Volume,Das,Volumen,Volumina
Risk,Das,Risiko,Risiken
Nightmare,Der,Albtraum,Alpträume
Existence,Die,Existenz,Existenzen
Trace,Die,Spur,Spuren
Disease,Die,Krankheit,Krankheiten
Support,Die,Unterstützung,Stützen
Witness,Der,Zeuge,Zeugen
Stock,Der,Stock,Stöcke
Device,Das,Gerät,Vorrichtungen
Landscape,Die,Landschaft,Landschaften
Holiday,Der,Urlaub,Feiertage
Ace,Das,As,Asse
Piano,Das,Klavier,Klaviere
Gut,Die,Eingeweide,Eingeweide
Talent,Das,Talent,Talente
Imagination,Die,Phantasie,Vorstellungen
Black,Die,Schwarze,Schwarzen
Reed,Der,Schilf,Schilfe
Lid,Der,Deckel,Deckel
Hint,Der,Hinweis,Hinweise
Walker,Der,Wanderer,Wanderer
Chill,Die,Kälte,
Trial,Der,Versuch,Versuche
Interview,Das,Interview,Interviews
Approach,Der,Ansatz,Ansätze
Scar,Die,Narbe,Narben
Fashion,Die,Mode,Mode
Channel,Der,Kanal,Kanäle
Footstep,Die,Tritt,Schritte
Pickup,Der,Aufnehmer,Pickups
Hawk,Der,Habicht,Falken
Trailer,Der,Anhänger,Anhänger
Statue,Die,Statue,Statuen
Pill,Die,Pille,Pillen
Bug,Der,Käfer,Bugs
Bucket,Der,Eimer,Eimer
Vacation,Den,Urlaub,Urlaub
Species,Die,Arten,Specieses
Column,Die,Kolumne,Spalten
Damage,Der,Schaden,Schäden
Instrument,Das,Instrument,Instrumente
Port,Der,Hafen,Häfen
Layer,Die,Schicht,Schichten
Strip,Der,Streifen,Streifen
Garbage,Der,Müll,Garbages
Rib,Die,Rippe,Rippen
Notebook,Das,Notizbuch,Notizbücher
Corn,Der,Mais,Mais
Offer,Das,Angebot,Angebote
Drawing,Die,Zeichnung,Zeichnungen
Statement,Die,Aussage,Aussagen
Intelligence,Die,Intelligenz,Intelligenzen
Excuse,Die,Ausrede,Ausreden
Landing,Die,Landung,Landungen
Copyright,Der,Urheberrechts,Urheberrechte
Rod,Die,Stange,Stangen
Fantasy,Die,Fantasie,Fantasien
Curiosity,Die,Neugier,Neugier
Gown,Das,Kleid,Kleider
Border,Die,Grenze,Grenzen
Poetry,Die,Dichtung,Dichtungen
Firm,Die,Firma,Firmen
Rise,Der,Aufgang,Anstieg
Handful,Die,Handvoll,
China,Die,China,Chinas
French,Die,Franzosen,Frenches
Mean,Die,Durchschnitts,Mittel
Deer,Das,Reh,Hirsche
Print,Die,Druck,Drucke
Rail,Die,Schiene,Schienen
Rate,Die,Rate,Preise
Courage,Der,Mut,
Arrival,Die,Ankunft,Ankünfte
Wish,Der,Wunsch,Wünsche
Ridge,Der,Grat,Grate
Idiot,Der,Idiot,Idioten
Bull,Der,Bulle,Bullen
Seed,Die,Saat,Samen
Progress,Der,Fortschritt,Fortschritte
Feel,Das,Gefühl,
Shorts,Die,Shorts,Shortses
Citizen,Der,Bürger,Bürger
Trash,Der,Müll,Trashes
Log,Das,Protokoll,Protokolle
Patience,Die,Geduld,Patiencen
Bat,Die,Fledermaus,Fledermäuse
Football,Der,Fußball,Fußbälle
Routine,Die,Routine,Routinen
Explosion,Die,Explosion,Explosionen
Content,Der,Inhalt,Inhalte
Scientist,Der,Wissenschaftler,Wissenschaftler
Failure,Das,Versagen,Ausfälle
Sin,Die,Sünde,Sünden
Butt,Der,Hintern,Füße
Confusion,Die,Verwirrung,Verwirrungen
Understanding,Das,Verständnis,Absprachen
Trade,Der,Handel,Handwerk
Refrigerator,Der,Kühlschrank,Kühlschränke
Mister,Der,Herr,Misters
Flashlight,Die,Taschenlampe,Taschenlampen
Net,Das,Netz,Netze
Sailor,Der,Seemann,Matrosen
Attitude,Die,Attitüde,Haltungen
Guilt,Die,Schuld,Schuldgefühle
Crying,Das,Weinen,Geschrei
Sip,Die,Sip,
Travel,Die,Reise,Reisen
Cookie,Der,Keks,Kekse
Escape,Die,Flucht,Fluchten
Instruction,Die,Anleitung,Anleitungen
Fabric,Das,Gewebe,Stoffe
Marble,Der,Marmor,Murmeln
Glimpse,Der,Blick,Einblicke
Dusk,Die,Dämmerung,Dämmerungen
Cottage,Die,Hütte,Ferienhäuser
Monkey,Der,Affe,Affen
Makeup,Das,Makeup,MakeUps
Doc,Die,Doc,Docs
Blouse,Die,Bluse,Blusen
Rhythm,Der,Rhythmus,Rhythmen
Steam,Der,Dampf,Dämpfe
Phrase,Der,Satz,Phrasen
Nut,Die,Mutter,Muttern
Pencil,Der,Bleistift,Stifte
Cook,Der,Koch,Köche
Flag,Die,Flagge,Fahnen
Coach,Der,Trainer,Trainer
Swing,Die,Schaukel,Schaukeln
Speaker,Der,Lautsprecher,Lautsprecher
Bolt,Der,Bolzen,Bolzen
Fat,Das,Fett,Fette
Rug,Der,Teppich,Teppiche
Knock,Die,Klopf,Schläge
Spell,Der,Zauber,Zaubersprüche
Taxi,Das,Taxi,Taxis
Round,Die,Runde,Runden
Straw,Der,Strohhalm,Halme
Hatch,Die,Luke,Luken
Fork,Die,Gabel,Gabeln
Evil,Das,Böse,Übel
Maid,Das,Dienstmädchen,Zimmermädchen
Relative,Die,Relative,Verwandten
Witch,Die,Hexe,Hexen
Courtyard,Der,Hof,Höfe
Sensation,Die,Sensation,Empfindungen
Bubble,Die,Blase,Blasen
Reader,Der,Leser,Leser
Curl,Die,Locke,Locken
Pie,Der,Kuchen,Torten
Jet,Der,Strahl,Jets
Shift,Die,Verschiebung,Verschiebungen
Union,Die,Union,Gewerkschaften
Teenager,Der,Teenager,Teenager
Plain,Die,Ebene,Ebenen
Waitress,Die,Kellnerin,Kellnerinnen
Reply,Die,Antwort,Antworten
Rumor,Das,Gerücht,
Gravity,Die,Schwerkraft,Gewichte
Shelter,Die,Zuflucht,Unterstände
Adventure,Das,Abenteuer,Abenteuer
Lion,Der,Löwe,Löwen
Spine,Die,Wirbelsäule,Stacheln
Confidence,Das,Vertrauen,Vertraulichkeiten
Depth,Die,Tiefe,Tiefen
Reach,Die,Reichweite,Reichweiten
Hammer,Der,Hammer,Hämmer
Bible,Die,Bibel,Bibeln
Contract,Der,Vertrag,Verträge
Wallet,Der,Geldbeutel,Brieftaschen
Jungle,Der,Dschungel,Dschungel
Factory,Die,Fabrik,Fabriken
Indian,Die,Indische,Indianer
Balcony,Der,Balkon,Balkone
Rice,Der,Reis,Reis
Knot,Der,Knoten,Knoten
Cord,Die,Schnur,Schnüre
Colleague,Der,Kollege,Kollegen
Intention,Die,Absicht,Absichten
Stare,Die,Stare,Blicke
Motel,Das,Motel,Motels
Attorney,Der,Anwalt,Anwälte
Darling,Der,Liebling,Lieblinge
Discussion,Die,Diskussion,Diskussionen
Atmosphere,Atmosphäre,~,
Performance,Die,Leistung,Aufführungen
Tension,Die,Spannung,Spannungen
Text,Der,Text,Texte
Strand,Der,Strang,Litzen
Noon,Die,Mittags,Noons
Vein,Die,Vene,Venen
Expert,Der,Experte,Experten
Gang,Die,Gruppe,Banden
Policeman,Der,Polizist,Police
Cancer,Der,Krebs,Krebs
Fox,Der,Fuchs,Foxs
Divorce,Die,Scheidung,Scheidungen
Pulse,Die,Impuls,Pulse
Absence,Die,Abwesenheit,Abwesenheiten
Violence,Die,Gewalt,Gewalten
Humor,Der,Humor,Körpersäfte
Stool,Der,Stuhl,Stühle
Gravel,Der,Kies,Kiese
Treasure,Der,Schatz,
Butter,Die,Butter,Butter
Switch,Der,Schalter,Schalter
Cigar,Die,Zigarre,Zigarren
Canvas,Die,Leinwand,Leinwände
Happiness,Die,Fröhlichkeit,Seligkeiten
Guide,Der,Führer,Führungen
Pin,Der,Stift,Stifte
Actor,Der,Schauspieler,Akteure
Whole,Das,Ganze,Löcher
Arrangement,Die,Vereinbarung,Vereinbarungen
Brown,Die,Braune,Brauntöne
Host,Der,Gastgeber,Gastgeber
Ribbon,Das,Farbband,Bänder
Scarf,Der,Schal,Schals
Scale,Die,Skala,Waagen
Proof,Der,Beweis,Beweise
Arrow,Der,Pfeil,Pfeile
Temperature,Die,Temperatur,Temperaturen
Technology,Die,Technologie,
Permission,Die,Erlaubnis,Berechtigungen
Location,Der,Ort,Standorte
Claw,Die,Klaue,Krallen
Cowboy,Der,Cowboy,Cowboies
Agency,Die,Agentur,Agenturen
Construction,Die,Konstruktion,Konstruktionen
Hunting,Das,Jagd,Jagden
Vegetable,Das,Gemüse,Gemüse
Tin,Die,Dose,Dosen
Helicopter,Der,Hubschrauber,Hubschrauber
Trap,Die,Falle,Fallen
Pat,Das,Pat,Streicheleinheiten
Gap,Die,Lücke,Lücken
Pet,Das,Haustier,Haustiere
Education,Die,Bildung,Ausbildungen
Shopping,Das,Einkaufen,Einkäufe
Shed,Der,Schuppen,Schuppen
Agreement,Die,Vereinbarung,
Soil,Die,Erde,Böden
Duke,Der,Herzog,Herzöge
Shotgun,Die,Schrotflinte,Schrotflinten
Notion,Die,Vorstellung,Begriffe
Rear,Es,Gibt,Hintern
Ceremony,Die,Zeremonie,Zeremonien
Spoon,Der,Löffel,Löffel
Tub,Die,Wanne,Wannen
Clue,Der,Schlüssel,Hinweise
Iris,Die,Iris,Iris
Incident,Der,Vorfall,Vorfälle
Crash,Der,Absturz,Abstürze
Journal,Das,Tagebuch,Zeitschriften
Access,Die,Zugriffs,Zugriffe
Brass,Erz,~,
Mommy,Die,Mama,Mamas
Sidebar,Die,Seitenleiste,Seitenleisten
Sheep,Das,Schaf,Schafe
Engineer,Der,Ingenieur,Ingenieure
Hull,Der,Rumpf,Rümpfe
Odor,Der,Geruch,Gerüche
Appointment,Der,Termin,Termine
Invitation,Die,Einladung,Einladungen
Rag,Die,Lappen,Lumpen
Good,Das,Gute,Güter
Dude,Der,Kumpel,Dudes
Treatment,Die,Behandlung,
Wisdom,Die,Weisheit,Weisheiten
Prize,Der,Preis,Preise
Element,Das,Element,Elemente
Giant,Der,Gigant,Riesen
Napkin,Die,Serviette,Servietten
Laundry,Die,Wäsche,Wäschereien
Option,Die,Option,Optionen
Rack,Das,Gestell ,Gestelle
Request,Die,Anfrage,Anfragen
Jail,Das,Gefängnis,Gefängnisse
Grandpa,Der,Opa,Opa
Ranch,Die,Ranch,Ranches
Dot,Der,Punkt,Punkte
Script,Das,Skript,Skripte
Mall,Die,Einkaufshalle,Einkaufszentren
Exercise,Die,Übung,Übungen
Widow,Die,Witwe,Witwen
Crow,Die,Krähe,Krähen
Thread,Der,Faden,Fäden
Suicide,Die,Selbstmord,Selbstmorde
Notice,Die,Bekanntmachung,Bekanntmachungen
Sunset,Der,Sonnenuntergang,
Gallery,Die,Gallerie,Galerien
Vessel,Das,Schiff,Gefäße
Thunder,Der,Donner,Donner
Soap,Die,Seife,
Whiskey,Der,Whisky,Whiskys
Female,Das,Weibchen,Weibchen
Mayor,Der,Bürgermeister,Bürgermeister
Stroke,Der,Hub,Striche
Click,Der,Klick,Klicks
Reputation,Der,Ruf,Ruf
Miller,Der,Müller,Müller
Council,Der,Rat,Räte
Schedule,Der,Stundenplan,Spielplan
Cemetery,Der,Friedhof,Friedhöfe
Struggle,Der,Kampf,Kämpfe
Instinct,Der,Instinkt,Instinkte
Calm,Die,Ruhe,Beruhigt
Employee,Der,Arbeitnehmer,Angestellten
Nest,Das,Nest,Nester
Limit,Das,Limit,Grenzwerte
German,Der,Deutsche,Deutschen
Monk,Der,Mönch,Mönche
Worm,Der,Wurm,Würmer
Document,Das,Dokument,Dokumente
Sadness,Die,Traurigkeit,Traurigkeiten
Hut,Die,Hütte,Hütten
Lifetime,Die,Lebensdauer,Lebensdauern
Dancer,Die,Tänzerin,Tänzer
Insurance,Die,Versicherung,Versicherungen
Difficulty,Die,Schwierigkeit,Schwierigkeiten
Mattress,Die,Matratze,Matratzen
Male,Der,Mann,Männchen
Clinic,Die,Klinik,Kliniken
Ad,Die,Ad,Anzeigen
Mug,Der,Becher,Becher
Kit,Das,Kit,Kits
Communication,Die,Kommunikation,Kommunikations
Disaster,Das,Unglück,Katastrophen
Tile,Die,Fliese,Fliesen
Receiver,Der,Empfänger,Empfänger
Roar,Das,Gebrüll,Brüllt
Troop,Die,Truppe,Truppen
Coffin,Der,Sarg,Särge
Friendship,Die,Freundschaft,Freundschaften
Investigation,Die,Ermittlung,Untersuchungen
Sale,Der,Verkauf,Verkäufe
Goal,Das,Ziel,Ziele
Ambulance,Der,Krankenwagen,Krankenwagen
Moonlight,Das,Mondlicht,Mondlicht
Ward,The,Ward,Schutzzauber
Trousers,Die,Hosen,Trouserses
Wool,Die,Wolle,Wolle
Mac,Die,Mac,Macs
Minister,Der,Minister,Minister
Entry,Der,Eintritt,Einträge
Thief,Der,Dieb,Diebe
Briefcase,Die,Aktentasche,Aktentaschen
Pity,Das,Mitleid,Bemitleidet
Fingertip,Die,Finger,Fingerspitzen
Navy,Die,Marine,Marinen
Insect,Das,Insekt,Insekten
Velvet,The,Velvet,Samt
Bee,Die,Biene,Bienen
Cane,Der,Stock,Stöcke
Gene,Das,Gen,Gene
Salad,Der,Salat,Salate
Windshield,Die,Windschutzscheibe,Windschutzscheiben
Outfit,Das,Outfit,Outfits
Shuttle,Der,Shuttle,Shuttles
Shout,Der,Schrei,Rufe
Fury,Die,Wut,Furien
Challenge,Die,Herausforderung,Herausforderungen
Satisfaction,Die,Zufriedenheit,Zufriedenheiten
Motor,Der,Motor,Motoren
Product,Das,Produkt,Produkte
Weed,Das,Unkraut,Unkraut
Stretch,Die,Strecke,Strecken
Gym,Das,Fitnesscenter,FitnessStudios
Capital,Das,Kapital,Hauptstädte
Rim,Der,Rand,Felgen
Paw,Die,Pfote,Pfoten
Fort,Die,Festung,Forts
Cost,Die,Kosten,Kosten
Poster,Das,Plakat,Poster
Vampire,Der,Vampir,Vampire
Shaft,Die,Welle,Wellen
Identity,Die,Identität,Identitäten
Pavement,Der,Bürgersteig,Bürgersteige
Asshole,Das,Arschloch,Arschlöcher
Strap,Der,Gurt,Gurte
Parlor,Das,Wohnzimmer,Stuben
Harbor,Der,Hafen,Häfen
Example,Das,Beispiel,
Web,Das,Spinnennetz,Spinnennetze
Golf,Der,Golf,Golfplätze
Crap,Den,Mist,
Delight,Die,Freude,Freuden
Quilt,Die,Decke,Decken
Tax,Die,Steuer,Taxs
Fold,Die,Falte,Falten
Portrait,Das,Porträt,Porträts
Tissue,Das,Gewebe,Gewebe
Belief,Der,Glaube,Überzeugungen
Costume,Das,Kostüm,Kostüme
Measure,Das,Maß,
Carriage,Der,Wagen,Wagen
Guitar,Die,Gitarre,Gitarren
Knight,Der,Ritter,Ritter
Rank,Der,Rang,Reihen
Major,Der,Bürgermeister,Majors
Fountain,Der,Brunnen,Brunnen
Stall,Der,Stall,Stände
Load,Die,Ladung,Lasten
Spark,Der,Funke,Funken
Waste,Der,Müll,Abfälle
Champagne,Der,Champagner,Champagner
District,Das,Viertel,Bezirke
Protection,Der,Schutz,Schutz
Judgment,Das,Urteil,Urteile
Sympathy,Die,Sympathie,Sympathien
Violet,Das,Violett,Veilchen
Impact,Der,Aufprall,Auswirkungen
Disappointment,Die,Enttäuschung,Enttäuschungen
Drinking,Das,Trink,Drinkings
Consciousness,Das,Bewusstsein,Bewussts
Handkerchief,Das,Taschentuch,Taschentücher
Dancing,Das,Tanzen,Dancings
Perfume,Das,Parfüm,Düfte
Network,Das,Netzwerk,Netzwerke
Claim,Der,Anspruch,Ansprüche
Nun,Die,Nonne,Nonnen
Crown,Die,Krone,Kronen
Railing,Das,Geländer,Geländer
License,Die,Lizenz,Lizenzen
Mercy,Die,Barmherzigkeit,Barmherzigkeit
Balloon,Der,Ballon,Ballons
Chaos,Das,Chaos,Chaoses
Fever,Das,Fieber,Fieber
Locker,Das,Schließfach,Schließfächer
Session,Die,Sitzung,Sitzungen
Burst,Der,Burst,Bursts
Peak,Der,Spitzer,Peaks
Drum,Die,Trommel,Trommeln
Focus,Der,Fokus,Schwerpunkte
Frog,Der,Frosch,Frösche
Benefit,Der,Vorteil,Vorteile
Remark,Die,Bemerkung,Bemerkungen
Tide,Die,Gezeiten,Gezeiten
Suspicion,Der,Verdacht,Verdacht
Jeep,Der,Jeep,Jeeps
Worry,Die,Sorge,Sorgen
Literature,Die,Literatur,Literaturen
Archer,Der,Bogenschütze,Bogenschützen
Household,Der,Haushalt,Haushalte
Powder,Das,Pulver,Pulver
Shepherd,Der,Hirte,Hirten
Lens,Die,Linse,Linsen
Favorite,Der,Favorit,Favoriten
Madame,Die,Madame,Madames
Mansion,Die,Villa,Herrenhäuser
Boom,Der,Boom,Ausleger
Lace,Die,Spitze,Schnürsenkel
Review,Die,Überprüfung,Bewertungen
Reception,Die,Rezeption,Empfänge
Scrap,Der,Schrott,Fetzen
Bead,Der,Wulst,Perlen
Glare,Die,Blendung,Blicke
Flow,Die,Strömung,Ströme
Cafe,Das,Cafe,Cafés
Status,Der,Status,Zustände
Pounding,Das,Pochen,Poundings
Rocket,Die,Rakete,Raketen
Canyon,Die,Schlucht,Schluchten
Sorrow,Die,Trauer,Leiden
